time,u,v,w,viento_total
0        2012-01-04 00:29:59.85
1         2012-01-04 00:29:59.9
2        2012-01-04 00:29:59.95
3           2012-01-04 00:30:00
4        2012-01-04 00:30:00.05
5         2012-01-04 00:30:00.1
6        2012-01-04 00:30:00.15
7         2012-01-04 00:30:00.2
8        2012-01-04 00:30:00.25
9         2012-01-04 00:30:00.3
10       2012-01-04 00:30:00.35
11        2012-01-04 00:30:00.4
12       2012-01-04 00:30:00.45
13        2012-01-04 00:30:00.5
14       2012-01-04 00:30:00.55
15        2012-01-04 00:30:00.6
16       2012-01-04 00:30:00.65
17        2012-01-04 00:30:00.7
18       2012-01-04 00:30:00.75
19        2012-01-04 00:30:00.8
20       2012-01-04 00:30:00.85
21        2012-01-04 00:30:00.9
22       2012-01-04 00:30:00.95
23          2012-01-04 00:30:01
24       2012-01-04 00:30:01.05
25        2012-01-04 00:30:01.1
26       2012-01-04 00:30:01.15
27        2012-01-04 00:30:01.2
28       2012-01-04 00:30:01.25
29        2012-01-04 00:30:01.3
                  ...          
35836    2012-01-04 00:59:58.25
35837     2012-01-04 00:59:58.3
35838    2012-01-04 00:59:58.35
35839     2012-01-04 00:59:58.4
35840    2012-01-04 00:59:58.45
35841     2012-01-04 00:59:58.5
35842    2012-01-04 00:59:58.55
35843     2012-01-04 00:59:58.6
35844    2012-01-04 00:59:58.65
35845     2012-01-04 00:59:58.8
35846    2012-01-04 00:59:58.85
35847     2012-01-04 00:59:58.9
35848    2012-01-04 00:59:58.95
35849       2012-01-04 00:59:59
35850    2012-01-04 00:59:59.05
35851     2012-01-04 00:59:59.1
35852    2012-01-04 00:59:59.15
35853     2012-01-04 00:59:59.2
35854    2012-01-04 00:59:59.25
35855     2012-01-04 00:59:59.3
35856    2012-01-04 00:59:59.35
35857     2012-01-04 00:59:59.4
35858    2012-01-04 00:59:59.45
35859     2012-01-04 00:59:59.5
35860    2012-01-04 00:59:59.55
35861     2012-01-04 00:59:59.6
35862    2012-01-04 00:59:59.65
35863     2012-01-04 00:59:59.7
35864    2012-01-04 00:59:59.75
35865     2012-01-04 00:59:59.8
Name: time, dtype: object, 0       -0.68
1       -0.52
2       -0.60
3       -0.51
4       -0.59
5       -0.45
6       -0.33
7       -0.44
8       -0.40
9       -0.41
10      -0.41
11      -0.24
12      -0.24
13      -0.37
14      -0.34
15      -0.41
16      -0.30
17      -0.46
18      -0.51
19      -0.77
20      -1.00
21      -1.03
22      -1.17
23      -1.45
24      -1.40
25      -1.32
26      -1.16
27      -1.18
28      -1.10
29      -1.14
         ... 
35836   -0.59
35837   -0.70
35838   -0.87
35839   -0.87
35840   -0.87
35841   -0.94
35842   -0.94
35843   -0.90
35844   -0.86
35845   -0.86
35846   -0.80
35847   -0.72
35848   -0.83
35849   -0.87
35850   -0.90
35851   -0.86
35852   -0.83
35853   -0.83
35854   -0.87
35855   -0.90
35856   -0.96
35857   -0.96
35858   -0.96
35859   -0.96
35860   -0.98
35861   -1.05
35862   -1.01
35863   -1.04
35864   -1.04
35865   -1.04
Name: u, dtype: float64, 0       -0.94
1       -1.07
2       -1.28
3       -1.40
4       -1.35
5       -1.34
6       -1.41
7       -1.30
8       -1.26
9       -1.22
10      -1.35
11      -1.24
12      -1.18
13      -1.41
14      -1.43
15      -1.36
16      -1.45
17      -1.53
18      -1.41
19      -1.40
20      -1.23
21      -1.10
22      -1.16
23      -0.97
24      -1.16
25      -1.04
26      -0.96
27      -0.94
28      -1.04
29      -0.94
         ... 
35836   -1.16
35837   -1.05
35838   -1.00
35839   -1.00
35840   -1.00
35841   -0.95
35842   -0.95
35843   -0.90
35844   -0.86
35845   -0.94
35846   -0.99
35847   -0.95
35848   -0.95
35849   -1.05
35850   -0.99
35851   -1.07
35852   -1.03
35853   -1.03
35854   -1.05
35855   -0.99
35856   -1.00
35857   -1.00
35858   -1.00
35859   -1.00
35860   -1.04
35861   -0.99
35862   -1.00
35863   -1.16
35864   -1.10
35865   -1.16
Name: v, dtype: float64, 0        0.06
1        0.21
2        0.18
3        0.18
4        0.12
5        0.10
6        0.12
7        0.17
8        0.12
9        0.09
10       0.29
11       0.44
12       0.39
13       0.28
14       0.17
15       0.39
16       0.28
17       0.44
18       0.53
19       0.65
20       0.66
21       0.55
22       0.53
23       0.04
24      -0.20
25      -0.19
26      -0.32
27      -0.39
28      -0.34
29      -0.36
         ... 
35836   -0.09
35837   -0.04
35838   -0.09
35839   -0.09
35840   -0.09
35841   -0.17
35842   -0.17
35843   -0.18
35844   -0.20
35845   -0.30
35846   -0.21
35847   -0.19
35848   -0.11
35849   -0.13
35850   -0.19
35851   -0.25
35852   -0.17
35853   -0.17
35854   -0.13
35855   -0.19
35856   -0.12
35857   -0.12
35858   -0.12
35859   -0.12
35860   -0.05
35861   -0.03
35862   -0.07
35863    0.00
35864   -0.03
35865   -0.06
Name: w, dtype: float64, 0        1.160172
1        1.189664
2        1.413648
3        1.490000
4        1.473296
5        1.413542
6        1.448102
7        1.372443
8        1.321968
9        1.287051
10       1.410886
11       1.263012
12       1.204159
13       1.457738
14       1.469864
15       1.420458
16       1.480709
17       1.597655
18       1.499400
19       1.597780
20       1.585213
21       1.506951
22       1.647574
23       1.744534
24       1.818131
25       1.680476
26       1.505722
27       1.508642
28       1.513803
29       1.477566
           ...   
35836    1.301422
35837    1.261943
35838    1.325481
35839    1.325481
35840    1.325481
35841    1.336451
35842    1.336451
35843    1.272792
35844    1.216224
35845    1.274049
35846    1.272831
35847    1.192015
35848    1.261507
35849    1.363598
35850    1.337946
35851    1.372771
35852    1.322800
35853    1.322800
35854    1.363598
35855    1.337946
35856    1.386218
35857    1.386218
35858    1.386218
35859    1.386218
35860    1.428986
35861    1.443122
35862    1.421302
35863    1.557947
35864    1.513803
35865    1.557947
dtype: float64
