time,u,v,w,viento_total
0        2012-01-04 01:00:00.05
1         2012-01-04 01:00:00.1
2        2012-01-04 01:00:00.15
3         2012-01-04 01:00:00.2
4        2012-01-04 01:00:00.25
5         2012-01-04 01:00:00.3
6        2012-01-04 01:00:00.35
7         2012-01-04 01:00:00.4
8        2012-01-04 01:00:00.45
9         2012-01-04 01:00:00.5
10       2012-01-04 01:00:00.55
11        2012-01-04 01:00:00.6
12       2012-01-04 01:00:00.65
13        2012-01-04 01:00:00.7
14       2012-01-04 01:00:00.75
15        2012-01-04 01:00:00.8
16       2012-01-04 01:00:00.85
17        2012-01-04 01:00:00.9
18       2012-01-04 01:00:00.95
19          2012-01-04 01:00:01
20       2012-01-04 01:00:01.05
21        2012-01-04 01:00:01.1
22       2012-01-04 01:00:01.15
23        2012-01-04 01:00:01.2
24       2012-01-04 01:00:01.25
25        2012-01-04 01:00:01.3
26       2012-01-04 01:00:01.35
27        2012-01-04 01:00:01.4
28       2012-01-04 01:00:01.45
29        2012-01-04 01:00:01.5
                  ...          
35836    2012-01-04 01:29:58.55
35837     2012-01-04 01:29:58.6
35838    2012-01-04 01:29:58.65
35839     2012-01-04 01:29:58.7
35840    2012-01-04 01:29:58.75
35841     2012-01-04 01:29:58.8
35842    2012-01-04 01:29:58.85
35843     2012-01-04 01:29:58.9
35844    2012-01-04 01:29:58.95
35845       2012-01-04 01:29:59
35846    2012-01-04 01:29:59.05
35847     2012-01-04 01:29:59.1
35848    2012-01-04 01:29:59.15
35849     2012-01-04 01:29:59.2
35850    2012-01-04 01:29:59.25
35851     2012-01-04 01:29:59.3
35852    2012-01-04 01:29:59.35
35853     2012-01-04 01:29:59.4
35854    2012-01-04 01:29:59.45
35855     2012-01-04 01:29:59.5
35856    2012-01-04 01:29:59.55
35857     2012-01-04 01:29:59.6
35858    2012-01-04 01:29:59.65
35859     2012-01-04 01:29:59.7
35860    2012-01-04 01:29:59.75
35861     2012-01-04 01:29:59.8
35862    2012-01-04 01:29:59.85
35863     2012-01-04 01:29:59.9
35864    2012-01-04 01:29:59.95
35865       2012-01-04 01:30:00
Name: time, dtype: object, 0       -1.02
1       -1.06
2       -1.09
3       -1.01
4       -0.96
5       -1.03
6       -1.01
7       -1.00
8       -1.03
9       -1.03
10      -1.16
11      -1.04
12      -1.01
13      -0.93
14      -0.95
15      -0.98
16      -0.87
17      -0.87
18      -0.87
19      -0.83
20      -0.83
21      -0.87
22      -0.85
23      -0.79
24      -0.86
25      -0.82
26      -0.74
27      -0.62
28      -0.82
29      -0.80
         ... 
35836   -0.43
35837   -0.34
35838   -0.31
35839   -0.26
35840   -0.30
35841   -0.23
35842   -0.34
35843   -0.33
35844   -0.34
35845   -0.45
35846   -0.47
35847   -0.39
35848   -0.43
35849   -0.27
35850   -0.26
35851   -0.24
35852   -0.23
35853   -0.28
35854   -0.36
35855   -0.27
35856   -0.27
35857   -0.21
35858   -0.24
35859   -0.26
35860   -0.12
35861   -0.10
35862   -0.18
35863   -0.13
35864   -0.18
35865   -0.20
Name: u, dtype: float64, 0       -1.09
1       -1.08
2       -1.16
3       -1.16
4       -1.16
5       -1.24
6       -1.34
7       -1.42
8       -1.27
9       -1.25
10      -1.20
11      -1.31
12      -1.23
13      -1.27
14      -1.26
15      -1.18
16      -1.20
17      -1.20
18      -1.20
19      -1.22
20      -1.22
21      -1.20
22      -1.04
23      -1.07
24      -0.99
25      -1.00
26      -0.99
27      -0.96
28      -0.92
29      -0.88
         ... 
35836   -1.32
35837   -1.25
35838   -1.19
35839   -1.09
35840   -1.10
35841   -1.06
35842   -1.03
35843   -1.07
35844   -1.02
35845   -1.03
35846   -1.06
35847   -1.11
35848   -1.07
35849   -1.15
35850   -1.28
35851   -1.18
35852   -1.15
